DD/MM/YYYY,latest,open,max,min,volume,% change,,,,,,,,,,,,,
8/10/2020,4.071,4.071,4.11,4.031,860.20K,0.00%,,,,,,,,,,,,,
7/10/2020,4.071,4.11,4.11,4.031,2.07M,-0.96%,,,,,,,,,,,,,
6/10/2020,4.11,4.11,4.15,4.071,1.06M,0.00%,,,,,,,,,,,,,
5/10/2020,4.11,4.15,4.15,4.071,611.70K,0.00%,,,,,,,,,,,,,
2/10/2020,4.11,4.11,4.15,4.071,426.25K,0.00%,,,,,,,,,,,,,
1/10/2020,4.11,4.11,4.15,4.071,1.34M,0.00%,,,,,,,,,,,,,
30/09/2020,4.11,4.15,4.15,4.071,3.82M,-0.95%,,,,,,,,,,,,,
29/09/2020,4.15,4.15,4.19,4.15,4.06M,0.96%,,,,,,,,,,,,,
28/09/2020,4.11,4.15,4.15,4.071,1.96M,0.00%,,,,,,,,,,,,,
25/09/2020,4.11,4.071,4.15,4.071,5.99M,1.96%,,,,,,,,,,,,,
24/09/2020,4.031,4.031,4.071,3.992,2.22M,0.00%,,,,,,,,,,,,,
23/09/2020,4.031,4.031,4.071,3.992,2.02M,0.99%,,,,,,,,,,,,,
22/09/2020,3.992,4.031,4.071,3.992,1.93M,0.00%,,,,,,,,,,,,,
21/09/2020,3.992,4.031,4.071,3.992,1.12M,-0.98%,,,,,,,,,,,,,
18/09/2020,4.031,3.992,4.031,3.952,2.08M,2.00%,,,,,,,,,,,,,
17/09/2020,3.952,4.031,4.071,3.952,1.96M,-0.99%,,,,,,,,,,,,,
16/09/2020,3.992,4.031,4.071,3.992,2.23M,-0.98%,,,,,,,,,,,,,
15/09/2020,4.031,3.952,4.031,3.952,4.28M,2.00%,,,,,,,,,,,,,
14/09/2020,3.952,3.992,4.031,3.913,9.12M,-0.99%,,,,,,,,,,,,,
11/09/2020,3.992,4.031,4.071,3.992,1.32M,-0.98%,,,,,,,,,,,,,
10/09/2020,4.031,4.11,4.11,4.031,1.49M,-0.97%,,,,,,,,,,,,,
9/09/2020,4.071,4.031,4.071,3.992,1.70M,0.98%,,,,,,,,,,,,,
8/09/2020,4.031,4.15,4.15,4.031,2.41M,-1.92%,,,,,,,,,,,,,
3/09/2020,4.11,4.19,4.19,4.11,2.16M,-1.89%,,,,,,,,,,,,,
2/09/2020,4.19,4.11,4.19,4.071,7.77M,2.91%,,,,,,,,,,,,,
1/09/2020,4.071,4.071,4.11,4.031,1.89M,0.00%,,,,,,,,,,,,,
31/08/2020,4.071,4.11,4.11,4.031,2.03M,0.00%,,,,,,,,,,,,,
28/08/2020,4.071,4.11,4.15,4.071,2.54M,0.00%,,,,,,,,,,,,,
27/08/2020,4.071,4.071,4.15,4.031,2.45M,0.00%,,,,,,,,,,,,,
26/08/2020,4.071,4.071,4.11,4.031,2.30M,-0.96%,,,,,,,,,,,,,
25/08/2020,4.11,4.15,4.15,4.031,8.91M,0.97%,,,,,,,,,,,,,
24/08/2020,4.071,4.031,4.11,3.992,3.74M,0.98%,,,,,,,,,,,,,
21/08/2020,4.031,3.992,4.071,3.952,2.67M,0.99%,,,,,,,,,,,,,
20/08/2020,3.992,4.031,4.031,3.933,8.88M,-1.94%,,,,,,,,,,,,,
19/08/2020,4.071,4.071,4.15,3.992,4.36M,0.00%,,,,,,,,,,,,,
18/08/2020,4.071,4.071,4.071,3.992,3.23M,0.98%,,,,,,,,,,,,,
17/08/2020,4.031,4.11,4.15,3.992,8.29M,-1.92%,,,,,,,,,,,,,
14/08/2020,4.11,4.19,4.19,4.071,7.03M,-0.95%,,,,,,,,,,,,,
13/08/2020,4.15,4.229,4.269,4.11,9.21M,-0.94%,,,,,,,,,,,,,
11/08/2020,4.19,4.269,4.269,4.19,6.48M,0.00%,,,,,,,,,,,,,
10/08/2020,4.19,4.229,4.269,4.19,3.28M,0.00%,,,,,,,,,,,,,
7/08/2020,4.19,4.308,4.308,4.15,21.34M,-2.75%,,,,,,,,,,,,,
6/08/2020,4.308,4.348,4.387,4.269,10.60M,-0.91%,,,,,,,,,,,,,
5/08/2020,4.348,4.506,4.506,4.348,25.06M,0.00%,,,,,,,,,,,,,
4/08/2020,4.348,4.506,4.545,4.348,31.97M,-2.65%,,,,,,,,,,,,,
3/08/2020,4.466,4.348,4.466,4.308,10.11M,2.73%,,,,,,,,,,,,,
31/07/2020,4.348,4.348,4.387,4.269,7.10M,0.92%,,,,,,,,,,,,,
30/07/2020,4.308,4.427,4.466,4.269,23.90M,-0.91%,,,,,,,,,,,,,
29/07/2020,4.348,4.427,4.466,4.348,12.59M,-1.79%,,,,,,,,,,,,,
24/07/2020,4.427,4.387,4.506,4.348,42.12M,1.82%,,,,,,,,,,,,,
23/07/2020,4.348,4.308,4.348,4.269,11.29M,0.92%,,,,,,,,,,,,,
22/07/2020,4.308,4.308,4.387,4.269,12.94M,0.93%,,,,,,,,,,,,,
21/07/2020,4.269,4.308,4.348,4.269,3.99M,-0.92%,,,,,,,,,,,,,
20/07/2020,4.308,4.308,4.348,4.229,5.08M,0.00%,,,,,,,,,,,,,
17/07/2020,4.308,4.348,4.387,4.269,18.03M,-0.91%,,,,,,,,,,,,,
16/07/2020,4.348,4.229,4.427,4.19,48.39M,3.77%,,,,,,,,,,,,,
15/07/2020,4.19,4.229,4.269,4.19,3.30M,0.00%,,,,,,,,,,,,,
14/07/2020,4.19,4.15,4.19,4.11,4.30M,1.92%,,,,,,,,,,,,,
13/07/2020,4.11,4.308,4.348,4.11,18.84M,-4.59%,,,,,,,,,,,,,
10/07/2020,4.308,4.19,4.308,4.15,20.70M,2.83%,,,,,,,,,,,,,
9/07/2020,4.19,4.19,4.229,4.15,4.01M,0.95%,,,,,,,,,,,,,
8/07/2020,4.15,4.19,4.229,4.15,10.75M,-1.87%,,,,,,,,,,,,,
7/07/2020,4.229,4.308,4.308,4.19,16.91M,0.00%,,,,,,,,,,,,,
3/07/2020,4.229,4.11,4.269,4.071,42.59M,3.88%,,,,,,,,,,,,,
2/07/2020,4.071,4.031,4.11,4.031,8.63M,0.98%,,,,,,,,,,,,,
1/07/2020,4.031,4.071,4.11,4.031,5.73M,0.00%,,,,,,,,,,,,,
30/06/2020,4.031,4.15,4.15,4.031,12.80M,-1.92%,,,,,,,,,,,,,
29/06/2020,4.11,4.031,4.11,3.992,4.38M,0.97%,,,,,,,,,,,,,
26/06/2020,4.071,4.11,4.269,4.031,17.82M,0.00%,,,,,,,,,,,,,
25/06/2020,4.071,4.071,4.15,4.031,9.59M,-0.96%,,,,,,,,,,,,,
24/06/2020,4.11,4.229,4.269,4.11,9.67M,-1.89%,,,,,,,,,,,,,
23/06/2020,4.19,4.19,4.229,4.15,7.28M,0.00%,,,,,,,,,,,,,
22/06/2020,4.19,4.269,4.269,4.15,10.11M,-1.85%,,,,,,,,,,,,,
19/06/2020,4.269,4.348,4.348,4.229,9.95M,-0.92%,,,,,,,,,,,,,
18/06/2020,4.308,4.229,4.387,4.229,20.11M,1.87%,,,,,,,,,,,,,
17/06/2020,4.229,4.19,4.269,4.11,11.54M,2.88%,,,,,,,,,,,,,
16/06/2020,4.11,4.387,4.506,4.11,58.71M,-3.70%,,,,,,,,,,,,,
15/06/2020,4.269,4.071,4.269,4.071,54.02M,6.93%,,,,,,,,,,,,,
12/06/2020,3.992,3.952,3.992,3.913,8.37M,0.00%,,,,,,,,,,,,,
11/06/2020,3.992,3.952,4.031,3.952,3.87M,1.00%,,,,,,,,,,,,,
10/06/2020,3.952,3.992,4.031,3.952,4.02M,0.00%,,,,,,,,,,,,,
9/06/2020,3.952,4.071,4.071,3.952,11.12M,-2.91%,,,,,,,,,,,,,
8/06/2020,4.071,4.071,4.11,4.031,8.40M,0.00%,,,,,,,,,,,,,
5/06/2020,4.071,4.15,4.15,4.071,9.05M,-0.96%,,,,,,,,,,,,,
4/06/2020,4.11,4.11,4.15,3.992,14.62M,0.97%,,,,,,,,,,,,,
2/06/2020,4.071,4.15,4.19,4.071,12.25M,-0.96%,,,,,,,,,,,,,
1/06/2020,4.11,4.15,4.269,4.031,41.92M,4.00%,,,,,,,,,,,,,
29/05/2020,3.952,3.834,4.19,3.834,184.95M,-12.28%,,,,,,,,,,,,,
28/05/2020,4.506,4.703,4.743,4.15,10.57M,-4.20%,,,,,,,,,,,,,
27/05/2020,4.703,4.861,4.861,4.664,6.76M,-2.46%,,,,,,,,,,,,,
26/05/2020,4.822,4.98,5.02,4.782,15.33M,-0.81%,,,,,,,,,,,,,
25/05/2020,4.861,4.664,4.94,4.585,29.21M,6.96%,,,,,,,,,,,,,
22/05/2020,4.545,4.466,4.624,4.427,7.62M,1.77%,,,,,,,,,,,,,
21/05/2020,4.466,4.466,4.506,4.427,1.39M,0.89%,,,,,,,,,,,,,
20/05/2020,4.427,4.427,4.545,4.387,1.20M,0.00%,,,,,,,,,,,,,
19/05/2020,4.427,4.506,4.506,4.387,1.61M,0.90%,,,,,,,,,,,,,
18/05/2020,4.387,4.545,4.545,4.387,1.49M,-2.63%,,,,,,,,,,,,,
15/05/2020,4.506,4.506,4.545,4.466,1.09M,0.88%,,,,,,,,,,,,,
14/05/2020,4.466,4.387,4.545,4.387,1.54M,0.89%,,,,,,,,,,,,,
13/05/2020,4.427,4.624,4.624,4.387,3.98M,-3.45%,,,,,,,,,,,,,
12/05/2020,4.585,4.743,4.782,4.506,9.26M,0.00%,,,,,,,,,,,,,
11/05/2020,4.585,4.585,4.624,4.466,7.71M,4.50%,,,,,,,,,,,,,
8/05/2020,4.387,4.466,4.545,4.387,2.11M,-0.89%,,,,,,,,,,,,,
7/05/2020,4.427,4.466,4.466,4.387,1.61M,0.00%,,,,,,,,,,,,,
5/05/2020,4.427,4.348,4.466,4.348,1.42M,2.75%,,,,,,,,,,,,,
30/04/2020,4.308,4.387,4.427,4.269,1.35M,-0.91%,,,,,,,,,,,,,
29/04/2020,4.348,4.348,4.427,4.308,705.40K,0.00%,,,,,,,,,,,,,
28/04/2020,4.348,4.387,4.427,4.308,1.29M,-0.90%,,,,,,,,,,,,,
27/04/2020,4.387,4.387,4.782,4.348,8.11M,0.91%,,,,,,,,,,,,,
24/04/2020,4.348,4.387,4.427,4.308,1.25M,0.00%,,,,,,,,,,,,,
23/04/2020,4.348,4.348,4.466,4.308,1.38M,0.00%,,,,,,,,,,,,,
22/04/2020,4.348,4.387,4.387,4.269,1.39M,-0.90%,,,,,,,,,,,,,
21/04/2020,4.387,4.348,4.506,4.269,3.30M,0.91%,,,,,,,,,,,,,
20/04/2020,4.348,4.348,4.387,4.269,1.96M,0.92%,,,,,,,,,,,,,
17/04/2020,4.308,4.585,4.585,4.229,7.12M,-6.03%,,,,,,,,,,,,,
16/04/2020,4.585,4.545,4.585,4.269,11.41M,9.43%,,,,,,,,,,,,,
15/04/2020,4.19,3.854,4.19,3.854,8.48M,13.98%,,,,,,,,,,,,,
14/04/2020,3.676,3.715,3.715,3.616,388.25K,0.00%,,,,,,,,,,,,,
13/04/2020,3.676,3.695,3.715,3.616,465.50K,0.00%,,,,,,,,,,,,,
10/04/2020,3.676,3.715,3.755,3.636,664.30K,-0.53%,,,,,,,,,,,,,
9/04/2020,3.695,3.775,3.794,3.695,475.85K,-1.06%,,,,,,,,,,,,,
8/04/2020,3.735,3.775,3.794,3.695,300.25K,1.07%,,,,,,,,,,,,,
7/04/2020,3.695,3.676,3.735,3.616,215.80K,1.08%,,,,,,,,,,,,,
3/04/2020,3.656,3.616,3.676,3.597,103.65K,1.65%,,,,,,,,,,,,,
2/04/2020,3.597,3.616,3.676,3.557,812.20K,0.00%,,,,,,,,,,,,,
1/04/2020,3.597,3.597,3.616,3.498,164.75K,0.00%,,,,,,,,,,,,,
31/03/2020,3.597,3.636,3.656,3.537,237.40K,0.00%,,,,,,,,,,,,,
30/03/2020,3.597,3.676,3.695,3.557,418.85K,-1.62%,,,,,,,,,,,,,
27/03/2020,3.656,3.695,3.715,3.636,272.80K,-0.54%,,,,,,,,,,,,,
26/03/2020,3.676,3.695,3.695,3.616,271.60K,0.54%,,,,,,,,,,,,,
25/03/2020,3.656,3.676,3.695,3.616,436.00K,0.54%,,,,,,,,,,,,,
24/03/2020,3.636,3.715,3.755,3.537,678.70K,-1.60%,,,,,,,,,,,,,
23/03/2020,3.695,3.775,3.775,3.656,231.55K,-4.59%,,,,,,,,,,,,,
20/03/2020,3.873,3.755,3.893,3.715,672.95K,4.81%,,,,,,,,,,,,,
19/03/2020,3.695,3.755,3.755,3.597,571.70K,-1.58%,,,,,,,,,,,,,
18/03/2020,3.755,3.518,3.755,3.478,654.00K,7.95%,,,,,,,,,,,,,
17/03/2020,3.478,3.616,3.676,3.478,443.60K,-2.22%,,,,,,,,,,,,,
16/03/2020,3.557,3.814,3.913,3.557,328.10K,-7.22%,,,,,,,,,,,,,
13/03/2020,3.834,3.735,3.854,3.676,757.35K,-0.51%,,,,,,,,,,,,,
12/03/2020,3.854,3.933,3.933,3.755,462.45K,-2.01%,,,,,,,,,,,,,
11/03/2020,3.933,3.952,3.992,3.893,265.90K,-0.50%,,,,,,,,,,,,,
10/03/2020,3.952,3.933,3.952,3.913,265.95K,1.01%,,,,,,,,,,,,,
9/03/2020,3.913,3.952,3.952,3.814,505.45K,-1.00%,,,,,,,,,,,,,
6/03/2020,3.952,4.031,4.031,3.952,88.20K,-0.99%,,,,,,,,,,,,,
5/03/2020,3.992,4.071,4.15,3.952,610.15K,0.00%,,,,,,,,,,,,,
4/03/2020,3.992,3.992,4.031,3.952,180.20K,-0.98%,,,,,,,,,,,,,
3/03/2020,4.031,4.031,4.071,3.952,355.40K,0.99%,,,,,,,,,,,,,
2/03/2020,3.992,4.031,4.071,3.873,777.90K,0.00%,,,,,,,,,,,,,
28/02/2020,3.992,3.992,3.992,3.913,274.50K,0.00%,,,,,,,,,,,,,
27/02/2020,3.992,3.913,4.031,3.913,870.95K,1.00%,,,,,,,,,,,,,
26/02/2020,3.952,4.229,4.229,3.893,1.03M,-6.54%,,,,,,,,,,,,,
25/02/2020,4.229,4.229,4.269,4.11,997.85K,0.00%,,,,,,,,,,,,,
24/02/2020,4.229,4.308,4.308,4.15,1.35M,-2.73%,,,,,,,,,,,,,
21/02/2020,4.348,4.308,4.348,4.269,207.80K,0.92%,,,,,,,,,,,,,
20/02/2020,4.308,4.348,4.348,4.269,235.25K,-0.91%,,,,,,,,,,,,,
19/02/2020,4.348,4.308,4.387,4.269,479.40K,0.00%,,,,,,,,,,,,,
18/02/2020,4.348,4.387,4.387,4.269,291.80K,0.00%,,,,,,,,,,,,,
17/02/2020,4.348,4.348,4.387,4.308,396.15K,0.92%,,,,,,,,,,,,,
14/02/2020,4.308,4.466,4.466,4.269,1.65M,-3.54%,,,,,,,,,,,,,
13/02/2020,4.466,4.466,4.506,4.387,1.28M,0.00%,,,,,,,,,,,,,
12/02/2020,4.466,4.308,4.545,4.269,3.86M,5.61%,,,,,,,,,,,,,
11/02/2020,4.229,4.348,4.387,4.229,505.00K,-2.73%,,,,,,,,,,,,,
7/02/2020,4.348,4.387,4.427,4.348,497.70K,0.00%,,,,,,,,,,,,,
6/02/2020,4.348,4.229,4.348,4.229,829.90K,2.80%,,,,,,,,,,,,,
5/02/2020,4.229,4.229,4.269,4.19,594.35K,0.00%,,,,,,,,,,,,,
4/02/2020,4.229,4.269,4.269,4.15,886.60K,0.00%,,,,,,,,,,,,,
3/02/2020,4.229,4.308,4.348,4.229,726.80K,-0.93%,,,,,,,,,,,,,
31/01/2020,4.269,4.308,4.387,4.269,349.60K,-0.92%,,,,,,,,,,,,,
30/01/2020,4.308,4.308,4.387,4.269,786.85K,0.00%,,,,,,,,,,,,,
29/01/2020,4.308,4.308,4.427,4.11,2.39M,0.93%,,,,,,,,,,,,,
28/01/2020,4.269,4.348,4.387,4.269,750.60K,-1.82%,,,,,,,,,,,,,
27/01/2020,4.348,4.387,4.387,4.269,1.08M,-1.79%,,,,,,,,,,,,,
24/01/2020,4.427,4.427,4.427,4.308,910.45K,0.00%,,,,,,,,,,,,,
23/01/2020,4.427,4.427,4.466,4.387,545.35K,-0.88%,,,,,,,,,,,,,
22/01/2020,4.466,4.387,4.466,4.308,516.50K,2.73%,,,,,,,,,,,,,
21/01/2020,4.348,4.387,4.427,4.269,1.66M,-0.90%,,,,,,,,,,,,,
20/01/2020,4.387,4.506,4.506,4.348,1.03M,-1.77%,,,,,,,,,,,,,
17/01/2020,4.466,4.466,4.545,4.427,688.55K,0.89%,,,,,,,,,,,,,
16/01/2020,4.427,4.387,4.506,4.387,975.00K,0.90%,,,,,,,,,,,,,
15/01/2020,4.387,4.427,4.466,4.348,929.90K,-0.89%,,,,,,,,,,,,,
14/01/2020,4.427,4.585,4.624,4.269,3.71M,-3.45%,,,,,,,,,,,,,
13/01/2020,4.585,4.466,4.585,4.387,2.99M,2.65%,,,,,,,,,,,,,
10/01/2020,4.466,4.466,4.466,4.348,2.10M,0.89%,,,,,,,,,,,,,
9/01/2020,4.427,4.19,4.427,4.15,5.69M,7.69%,,,,,,,,,,,,,
8/01/2020,4.11,4.11,4.15,4.071,915.20K,-0.95%,,,,,,,,,,,,,
7/01/2020,4.15,4.11,4.15,4.071,449.60K,1.94%,,,,,,,,,,,,,
6/01/2020,4.071,4.229,4.308,4.031,3.09M,-5.50%,,,,,,,,,,,,,
3/01/2020,4.308,4.15,4.308,4.15,2.19M,2.83%,,,,,,,,,,,,,
2/01/2020,4.19,4.19,4.269,4.071,2.06M,0.00%,,,,,,,,,,,,,
30/12/2019,4.19,4.031,4.229,4.031,3.52M,4.95%,,,,,,,,,,,,,
27/12/2019,3.992,3.992,4.071,3.933,1.60M,1.51%,,,,,,,,,,,,,
26/12/2019,3.933,3.933,3.933,3.913,342.15K,0.51%,,,,,,,,,,,,,
25/12/2019,3.913,3.913,3.933,3.913,224.95K,0.00%,,,,,,,,,,,,,
24/12/2019,3.913,3.933,3.952,3.913,293.40K,0.00%,,,,,,,,,,,,,
23/12/2019,3.913,3.913,3.933,3.913,313.15K,0.51%,,,,,,,,,,,,,
20/12/2019,3.893,3.893,3.952,3.873,298.90K,0.00%,,,,,,,,,,,,,
19/12/2019,3.893,3.933,3.933,3.893,134.20K,-0.51%,,,,,,,,,,,,,
18/12/2019,3.913,3.913,3.933,3.893,264.60K,0.51%,,,,,,,,,,,,,
17/12/2019,3.893,3.913,3.913,3.873,236.95K,0.00%,,,,,,,,,,,,,
16/12/2019,3.893,3.952,3.952,3.873,279.90K,-0.51%,,,,,,,,,,,,,
13/12/2019,3.913,3.952,3.952,3.913,221.55K,-0.50%,,,,,,,,,,,,,
12/12/2019,3.933,3.933,3.952,3.913,126.00K,1.53%,,,,,,,,,,,,,
11/12/2019,3.873,3.933,3.933,3.873,266.20K,-1.51%,,,,,,,,,,,,,
9/12/2019,3.933,3.992,3.992,3.873,1.13M,1.02%,,,,,,,,,,,,,
6/12/2019,3.893,3.873,3.913,3.854,231.10K,1.03%,,,,,,,,,,,,,
4/12/2019,3.854,3.913,3.913,3.814,366.40K,-1.02%,,,,,,,,,,,,,
3/12/2019,3.893,3.854,3.933,3.854,112.80K,1.55%,,,,,,,,,,,,,
2/12/2019,3.834,3.873,3.873,3.794,957.95K,-0.51%,,,,,,,,,,,,,
29/11/2019,3.854,3.913,3.913,3.814,1.16M,-0.51%,,,,,,,,,,,,,
28/11/2019,3.873,3.893,3.952,3.854,968.50K,0.00%,,,,,,,,,,,,,
27/11/2019,3.873,3.952,3.952,3.834,1.62M,-1.51%,,,,,,,,,,,,,
26/11/2019,3.933,3.992,4.071,3.873,1.33M,-1.49%,,,,,,,,,,,,,
25/11/2019,3.992,4.031,4.031,3.913,506.75K,-0.98%,,,,,,,,,,,,,
22/11/2019,4.031,4.031,4.031,3.873,1.85M,0.99%,,,,,,,,,,,,,
21/11/2019,3.992,4.071,4.071,3.952,754.45K,-0.98%,,,,,,,,,,,,,
20/11/2019,4.031,4.229,4.269,3.992,4.57M,-0.97%,,,,,,,,,,,,,
19/11/2019,4.071,3.952,4.071,3.933,1.07M,5.64%,,,,,,,,,,,,,
18/11/2019,3.854,3.873,3.893,3.814,371.40K,-0.51%,,,,,,,,,,,,,
15/11/2019,3.873,3.854,4.031,3.854,1.41M,1.03%,,,,,,,,,,,,,
14/11/2019,3.834,3.913,3.913,3.616,4.29M,-1.52%,,,,,,,,,,,,,
13/11/2019,3.893,4.071,4.071,3.893,1.30M,-4.37%,,,,,,,,,,,,,
12/11/2019,4.071,3.992,4.11,3.952,1.12M,1.98%,,,,,,,,,,,,,
11/11/2019,3.992,4.031,4.071,3.952,757.40K,0.00%,,,,,,,,,,,,,
8/11/2019,3.992,3.952,4.11,3.952,1.76M,1.51%,,,,,,,,,,,,,
7/11/2019,3.933,3.933,3.992,3.893,344.75K,-0.50%,,,,,,,,,,,,,
6/11/2019,3.952,3.854,3.992,3.834,3.02M,2.56%,,,,,,,,,,,,,
5/11/2019,3.854,3.755,3.854,3.735,1.55M,3.17%,,,,,,,,,,,,,
4/11/2019,3.735,3.577,3.775,3.557,2.72M,5.00%,,,,,,,,,,,,,
1/11/2019,3.557,3.557,3.557,3.478,1.18M,0.56%,,,,,,,,,,,,,
31/10/2019,3.537,3.419,3.577,3.399,1.69M,3.47%,,,,,,,,,,,,,
30/10/2019,3.419,3.399,3.419,3.379,1.00M,0.58%,,,,,,,,,,,,,
29/10/2019,3.399,3.36,3.399,3.34,611.20K,1.18%,,,,,,,,,,,,,
28/10/2019,3.36,3.34,3.36,3.32,502.50K,0.59%,,,,,,,,,,,,,
25/10/2019,3.34,3.379,3.399,3.3,1.03M,-1.17%,,,,,,,,,,,,,
24/10/2019,3.379,3.399,3.399,3.36,482.00K,0.00%,,,,,,,,,,,,,
22/10/2019,3.379,3.379,3.379,3.36,396.60K,0.59%,,,,,,,,,,,,,
21/10/2019,3.36,3.399,3.399,3.34,1.47M,-0.58%,,,,,,,,,,,,,
18/10/2019,3.379,3.419,3.419,3.36,1.04M,-0.58%,,,,,,,,,,,,,
17/10/2019,3.399,3.399,3.419,3.379,1.32M,0.58%,,,,,,,,,,,,,
16/10/2019,3.379,3.399,3.419,3.379,2.02M,-0.58%,,,,,,,,,,,,,
15/10/2019,3.399,3.36,3.399,3.36,1.81M,1.18%,,,,,,,,,,,,,
11/10/2019,3.36,3.439,3.439,3.36,808.55K,-2.30%,,,,,,,,,,,,,
10/10/2019,3.439,3.458,3.458,3.399,520.00K,0.00%,,,,,,,,,,,,,
9/10/2019,3.439,3.458,3.478,3.439,910.50K,-0.57%,,,,,,,,,,,,,
8/10/2019,3.458,3.478,3.518,3.439,1.20M,-0.57%,,,,,,,,,,,,,
7/10/2019,3.478,3.656,3.656,3.221,18.79M,-9.28%,,,,,,,,,,,,,
4/10/2019,3.834,3.952,3.952,3.755,1.92M,-3.00%,,,,,,,,,,,,,
3/10/2019,3.952,3.952,3.992,3.913,435.05K,0.00%,,,,,,,,,,,,,
2/10/2019,3.952,3.952,3.952,3.913,625.60K,0.00%,,,,,,,,,,,,,
1/10/2019,3.952,4.031,4.031,3.893,1.14M,-1.96%,,,,,,,,,,,,,
30/09/2019,4.031,4.071,4.071,3.992,433.10K,-0.97%,,,,,,,,,,,,,
27/09/2019,4.071,4.229,4.229,3.992,948.90K,-2.83%,,,,,,,,,,,,,
26/09/2019,4.19,4.031,4.269,4.031,1.59M,4.95%,,,,,,,,,,,,,
25/09/2019,3.992,3.992,3.992,3.933,1.44M,1.00%,,,,,,,,,,,,,
24/09/2019,3.952,3.913,3.952,3.913,690.50K,1.01%,,,,,,,,,,,,,
23/09/2019,3.913,3.913,3.952,3.873,427.70K,0.00%,,,,,,,,,,,,,
20/09/2019,3.913,3.952,3.952,3.834,1.02M,-1.00%,,,,,,,,,,,,,
19/09/2019,3.952,3.952,3.952,3.913,382.00K,0.00%,,,,,,,,,,,,,
18/09/2019,3.952,3.992,3.992,3.893,635.25K,-0.99%,,,,,,,,,,,,,
17/09/2019,3.992,3.992,4.11,3.952,828.60K,1.00%,,,,,,,,,,,,,
16/09/2019,3.952,3.933,3.952,3.873,733.05K,1.01%,,,,,,,,,,,,,
13/09/2019,3.913,3.913,3.933,3.873,844.30K,0.00%,,,,,,,,,,,,,
12/09/2019,3.913,3.933,3.933,3.873,910.95K,-0.50%,,,,,,,,,,,,,
11/09/2019,3.933,3.952,3.952,3.834,875.60K,-0.50%,,,,,,,,,,,,,
10/09/2019,3.952,3.952,3.952,3.695,2.23M,-13.88%,,,,,,,,,,,,,
9/09/2019,4.589,4.36,4.589,4.36,1.23M,9.09%,,,,,,,,,,,,,
6/09/2019,4.207,4.207,4.321,4.092,615.50K,0.00%,,,,,,,,,,,,,
5/09/2019,4.207,4.474,4.474,3.977,1.85M,-5.17%,,,,,,,,,,,,,
4/09/2019,4.436,4.474,4.474,4.36,291.65K,-0.85%,,,,,,,,,,,,,
3/09/2019,4.474,4.551,4.589,4.398,1.09M,-0.85%,,,,,,,,,,,,,
2/09/2019,4.513,4.666,4.666,4.436,634.00K,-1.67%,,,,,,,,,,,,,
30/08/2019,4.589,4.551,4.704,4.513,724.53K,1.69%,,,,,,,,,,,,,
29/08/2019,4.513,4.551,4.551,4.436,227.68K,0.00%,,,,,,,,,,,,,
28/08/2019,4.513,4.589,4.627,4.474,330.92K,-0.84%,,,,,,,,,,,,,
27/08/2019,4.551,4.589,4.589,4.551,297.80K,0.85%,,,,,,,,,,,,,
26/08/2019,4.513,4.551,4.551,4.474,205.30K,-0.84%,,,,,,,,,,,,,
23/08/2019,4.551,4.551,4.589,4.436,352.52K,0.00%,,,,,,,,,,,,,
22/08/2019,4.551,4.589,4.627,4.513,140.19K,-0.83%,,,,,,,,,,,,,
21/08/2019,4.589,4.589,4.666,4.474,356.56K,0.00%,,,,,,,,,,,,,
20/08/2019,4.589,4.627,4.666,4.551,348.80K,0.00%,,,,,,,,,,,,,
19/08/2019,4.589,4.398,4.589,4.398,586.04K,6.19%,,,,,,,,,,,,,
16/08/2019,4.321,4.321,4.398,4.245,405.28K,0.89%,,,,,,,,,,,,,
15/08/2019,4.283,4.436,4.436,4.207,811.81K,-2.61%,,,,,,,,,,,,,
14/08/2019,4.398,4.436,4.436,4.321,190.16K,0.88%,,,,,,,,,,,,,
13/08/2019,4.36,4.36,4.36,4.321,148.77K,0.88%,,,,,,,,,,,,,
9/08/2019,4.321,4.36,4.398,4.283,408.23K,-0.88%,,,,,,,,,,,,,
8/08/2019,4.36,4.513,4.513,4.283,737.04K,-0.87%,,,,,,,,,,,,,
7/08/2019,4.398,4.551,4.551,4.36,1.16M,-3.36%,,,,,,,,,,,,,
6/08/2019,4.551,4.551,4.551,4.436,689.75K,0.00%,,,,,,,,,,,,,
5/08/2019,4.551,4.589,4.589,4.474,495.87K,-0.83%,,,,,,,,,,,,,
2/08/2019,4.589,4.666,4.666,4.436,946.94K,-1.64%,,,,,,,,,,,,,
1/08/2019,4.666,4.78,4.819,4.627,998.15K,-2.40%,,,,,,,,,,,,,
31/07/2019,4.78,4.627,4.78,4.627,576.48K,0.00%,,,,,,,,,,,,,
30/07/2019,4.78,4.857,4.857,4.436,1.95M,-3.10%,,,,,,,,,,,,,
26/07/2019,4.933,5.163,5.354,4.78,3.75M,-5.15%,,,,,,,,,,,,,
25/07/2019,5.201,4.857,5.201,4.857,5.54M,9.68%,,,,,,,,,,,,,
24/07/2019,4.742,4.551,4.742,4.398,1.39M,2.48%,,,,,,,,,,,,,
23/07/2019,4.627,4.78,4.857,4.513,1.24M,-5.47%,,,,,,,,,,,,,
22/07/2019,4.895,4.972,5.01,4.704,1.91M,0.79%,,,,,,,,,,,,,
19/07/2019,4.857,4.857,4.895,4.704,1.83M,3.25%,,,,,,,,,,,,,
